,year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,update_date
1034,2022,13,จันทบุรี,1849,12458,1849,12444,3,26,2023-06-19 12:07:27
1035,2022,13,ตรัง,796,8323,796,8316,4,45,2023-06-19 12:07:27
1036,2022,13,ลพบุรี,865,11312,865,11308,19,75,2023-06-19 12:07:27
1037,2022,13,เชียงใหม่,2820,24082,2820,24014,7,77,2023-06-19 12:07:27
1038,2022,13,พะเยา,395,4108,395,4108,7,15,2023-06-19 12:07:27
1039,2022,13,ชลบุรี,9385,81447,9328,80052,19,149,2023-06-19 12:07:27
1040,2022,13,สกลนคร,1958,9930,1958,9928,7,21,2023-06-19 12:07:27
1041,2022,13,สมุทรสาคร,6078,40195,6078,40194,23,79,2023-06-19 12:07:27
1042,2022,13,มหาสารคาม,1756,15248,1756,15241,3,30,2023-06-19 12:07:27
1043,2022,13,กรุงเทพมหานคร,23215,204449,23131,202991,65,519,2023-06-19 12:07:27
1044,2022,13,อุทัยธานี,770,4589,770,4589,2,10,2023-06-19 12:07:27
1045,2022,13,ชัยภูมิ,1098,12176,1098,12175,2,27,2023-06-19 12:07:27
1046,2022,13,ขอนแก่น,4202,29367,4201,29345,2,41,2023-06-19 12:07:27
1047,2022,13,กาฬสินธุ์,1737,13986,1737,13984,7,46,2023-06-19 12:07:27
1048,2022,13,สระบุรี,1420,15653,1420,15650,10,42,2023-06-19 12:07:27
1049,2022,13,ปราจีนบุรี,2259,15500,2259,15497,5,33,2023-06-19 12:07:27
1050,2022,13,ชัยนาท,216,3024,216,3024,0,4,2023-06-19 12:07:27
1051,2022,13,ภูเก็ต,1839,46865,1708,38414,4,92,2023-06-19 12:07:27
1052,2022,13,นครราชสีมา,3393,32675,3393,32672,5,79,2023-06-19 12:07:27
1053,2022,13,ตราด,1135,5425,1132,5312,11,41,2023-06-19 12:07:27
1054,2022,13,ราชบุรี,4034,28880,4034,28879,17,67,2023-06-19 12:07:27
1055,2022,13,ชุมพร,1176,10657,1176,10657,4,43,2023-06-19 12:07:27
1056,2022,13,สิงห์บุรี,810,4144,810,4143,2,14,2023-06-19 12:07:27
1057,2022,13,เพชรบุรี,1518,14364,1518,14343,5,21,2023-06-19 12:07:27
1058,2022,13,บุรีรัมย์,3854,27986,3854,27980,8,43,2023-06-19 12:07:27
1059,2022,13,สมุทรปราการ,6254,75303,6254,74947,26,118,2023-06-19 12:07:27
1060,2022,13,กระบี่,1084,10032,1084,9784,7,68,2023-06-19 12:07:27
1061,2022,13,ทั้งประเทศ,181491,1461320,181131,1446907,603,3620,2023-06-19 12:07:27
1062,2022,13,ร้อยเอ็ด,3645,23271,3645,23267,19,49,2023-06-19 12:07:27
1063,2022,13,หนองบัวลำภู,678,6465,678,6465,1,8,2023-06-19 12:07:27
1064,2022,13,พังงา,639,7507,627,7194,1,29,2023-06-19 12:07:27
1065,2022,13,พัทลุง,2663,17121,2663,17121,16,79,2023-06-19 12:07:27
1066,2022,13,พิษณุโลก,1664,11722,1664,11722,4,37,2023-06-19 12:07:27
1067,2022,13,นครสวรรค์,2373,14146,2373,14139,8,34,2023-06-19 12:07:27
1068,2022,13,พระนครศรีอยุธยา,3659,26027,3659,26027,11,46,2023-06-19 12:07:27
1069,2022,13,ลำปาง,1099,5500,1099,5498,4,21,2023-06-19 12:07:27
1070,2022,13,นราธิวาส,620,6709,620,6700,2,18,2023-06-19 12:07:27
1071,2022,13,แพร่,642,5077,642,5073,3,25,2023-06-19 12:07:27
1072,2022,13,ปทุมธานี,2512,30392,2512,30381,9,80,2023-06-19 12:07:27
1073,2022,13,ยโสธร,865,7076,865,7073,4,13,2023-06-19 12:07:27
1074,2022,13,กำแพงเพชร,1717,10348,1717,10345,6,26,2023-06-19 12:07:27
1075,2022,13,อุดรธานี,2870,17089,2870,17066,6,34,2023-06-19 12:07:27
1076,2022,13,นครนายก,1199,7594,1199,7594,2,22,2023-06-19 12:07:27
1077,2022,13,สุรินทร์,2146,18204,2146,18186,6,34,2023-06-19 12:07:27
1078,2022,13,บึงกาฬ,938,5359,938,5355,0,4,2023-06-19 12:07:27
1079,2022,13,สมุทรสงคราม,1468,11288,1468,11288,8,21,2023-06-19 12:07:27
1080,2022,13,ตาก,1136,8875,1126,8779,8,47,2023-06-19 12:07:27
1081,2022,13,นครปฐม,4198,30222,4198,30222,12,73,2023-06-19 12:07:27
1082,2022,13,ระนอง,1272,7807,1272,7755,4,12,2023-06-19 12:07:27
1083,2022,13,มุกดาหาร,582,4257,582,4255,1,11,2023-06-19 12:07:27
1084,2022,13,อ่างทอง,2089,8893,2089,8893,2,16,2023-06-19 12:07:27
1085,2022,13,เลย,1503,8805,1503,8804,2,23,2023-06-19 12:07:27
1086,2022,13,ลำพูน,13,930,13,929,0,1,2023-06-19 12:07:27
1087,2022,13,สระแก้ว,2007,11852,1954,11455,11,39,2023-06-19 12:07:27
1088,2022,13,สตูล,1230,8662,1229,8649,7,51,2023-06-19 12:07:27
1089,2022,13,น่าน,1076,6669,1076,6666,1,8,2023-06-19 12:07:27
1090,2022,13,อุบลราชธานี,2853,23362,2853,23344,17,89,2023-06-19 12:07:27
1091,2022,13,หนองคาย,2122,12667,2122,12662,6,20,2023-06-19 12:07:27
1092,2022,13,ศรีสะเกษ,2410,15022,2410,15012,15,62,2023-06-19 12:07:27
1093,2022,13,สุราษฎร์ธานี,1173,16165,1173,15558,9,84,2023-06-19 12:07:27
1094,2022,13,กาญจนบุรี,2581,16637,2578,16587,9,61,2023-06-19 12:07:27
1095,2022,13,อำนาจเจริญ,540,3703,540,3699,7,15,2023-06-19 12:07:27
1096,2022,13,สุโขทัย,1474,8739,1474,8737,9,22,2023-06-19 12:07:27
1097,2022,13,นนทบุรี,4553,50231,4553,50210,1,13,2023-06-19 12:07:27
1098,2022,13,ยะลา,664,8488,663,8485,9,47,2023-06-19 12:07:27
1099,2022,13,อุตรดิตถ์,363,5813,363,5812,4,25,2023-06-19 12:07:27
1100,2022,13,นครพนม,638,6211,638,6210,1,11,2023-06-19 12:07:27
1101,2022,13,เชียงราย,209,3704,209,3669,11,52,2023-06-19 12:07:27
1102,2022,13,สงขลา,5114,23779,5113,23676,9,60,2023-06-19 12:07:27
1103,2022,13,ฉะเชิงเทรา,4238,26282,4238,26277,5,29,2023-06-19 12:07:27
1104,2022,13,สุพรรณบุรี,3129,21636,3129,21631,6,53,2023-06-19 12:07:27
1105,2022,13,แม่ฮ่องสอน,348,1701,348,1701,0,18,2023-06-19 12:07:27
1106,2022,14,สกลนคร,1834,11764,1834,11762,11,32,2023-06-19 12:07:27
1107,2022,14,ยะลา,422,8910,422,8907,6,53,2023-06-19 12:07:27
1108,2022,14,ตราด,864,6289,857,6169,17,58,2023-06-19 12:07:27
1109,2022,14,พัทลุง,2132,19253,2132,19253,12,91,2023-06-19 12:07:27
1110,2022,14,ยโสธร,979,8055,979,8052,2,15,2023-06-19 12:07:27
1111,2022,14,บุรีรัมย์,3676,31662,3676,31656,10,53,2023-06-19 12:07:27
1112,2022,14,ฉะเชิงเทรา,3880,30162,3880,30157,10,39,2023-06-19 12:07:27
1113,2022,14,ชุมพร,722,11379,722,11379,5,48,2023-06-19 12:07:27
1114,2022,14,ปัตตานี,459,10122,452,10102,5,63,2023-06-19 12:07:27
1115,2022,14,พังงา,608,8115,583,7777,0,29,2023-06-19 12:07:27
1116,2022,14,อุบลราชธานี,2654,26016,2654,25998,19,108,2023-06-19 12:07:27
1117,2022,14,นครพนม,987,7198,987,7197,1,12,2023-06-19 12:07:27
1118,2022,14,บึงกาฬ,1156,6515,1156,6511,3,7,2023-06-19 12:07:27
1119,2022,14,ราชบุรี,3686,32566,3686,32565,16,83,2023-06-19 12:07:27
1120,2022,14,สุโขทัย,1620,10359,1620,10357,23,45,2023-06-19 12:07:27
1121,2022,14,สมุทรสงคราม,663,11951,663,11951,5,26,2023-06-19 12:07:27
1122,2022,14,ประจวบคีรีขันธ์,2486,18659,2486,18313,5,38,2023-06-19 12:07:27
1123,2022,14,สมุทรปราการ,6162,81465,6156,81103,18,136,2023-06-19 12:07:27
1124,2022,14,ปทุมธานี,2904,33296,2904,33285,9,89,2023-06-19 12:07:27
1125,2022,14,เพชรบุรี,1203,15567,1203,15546,9,30,2023-06-19 12:07:27
1126,2022,14,ไม่ระบุ,0,0,0,0,0,0,2023-06-19 12:07:27
1127,2022,14,ชลบุรี,9092,90539,9014,89066,24,173,2023-06-19 12:07:27
1128,2022,14,ชัยนาท,233,3257,233,3257,0,4,2023-06-19 12:07:27
1129,2022,14,นครศรีธรรมราช,5722,65832,5722,65831,6,94,2023-06-19 12:07:27
1130,2022,14,กาญจนบุรี,2841,19478,2841,19428,10,71,2023-06-19 12:07:27
1131,2022,14,น่าน,1355,8024,1355,8021,0,8,2023-06-19 12:07:27
1132,2022,14,นครสวรรค์,2528,16674,2528,16667,7,41,2023-06-19 12:07:27
1133,2022,14,สุราษฎร์ธานี,884,17049,877,16435,8,92,2023-06-19 12:07:27
1134,2022,14,ปราจีนบุรี,2364,17864,2364,17861,3,36,2023-06-19 12:07:27
1135,2022,14,นราธิวาส,303,7012,303,7003,1,19,2023-06-19 12:07:27
1136,2022,14,สุพรรณบุรี,3184,24820,3184,24815,16,69,2023-06-19 12:07:27
1137,2022,14,แม่ฮ่องสอน,268,1969,268,1969,1,19,2023-06-19 12:07:27
1138,2022,14,อุตรดิตถ์,500,6313,500,6312,4,29,2023-06-19 12:07:27
1139,2022,14,หนองคาย,2578,15245,2572,15234,1,21,2023-06-19 12:07:27
1140,2022,14,อุทัยธานี,789,5378,789,5378,4,14,2023-06-19 12:07:27
1141,2022,14,สุรินทร์,2166,20370,2166,20352,8,42,2023-06-19 12:07:27
1142,2022,14,นครราชสีมา,3190,35865,3189,35861,8,87,2023-06-19 12:07:27
1143,2022,14,ลพบุรี,821,12133,821,12129,21,96,2023-06-19 12:07:27
1144,2022,14,กำแพงเพชร,1742,12090,1742,12087,16,42,2023-06-19 12:07:27
1145,2022,14,ตาก,748,9623,736,9515,5,52,2023-06-19 12:07:27
1146,2022,14,สระบุรี,918,16571,918,16568,10,52,2023-06-19 12:07:27
1147,2022,14,อำนาจเจริญ,589,4292,589,4288,2,17,2023-06-19 12:07:27
1148,2022,14,สิงห์บุรี,761,4905,761,4904,3,17,2023-06-19 12:07:27
1149,2022,14,นนทบุรี,5747,55978,5747,55957,3,16,2023-06-19 12:07:27
1150,2022,14,พิจิตร,376,4109,376,4109,11,27,2023-06-19 12:07:27
1151,2022,14,สมุทรสาคร,5362,45557,5362,45556,10,89,2023-06-19 12:07:27
1152,2022,14,สตูล,793,9455,790,9439,2,53,2023-06-19 12:07:27
1153,2022,14,ร้อยเอ็ด,3437,26708,3437,26704,14,63,2023-06-19 12:07:27
1154,2022,14,เพชรบูรณ์,724,8749,724,8746,4,32,2023-06-19 12:07:27
1155,2022,14,ระนอง,1090,8897,1088,8843,6,18,2023-06-19 12:07:27
1156,2022,14,มหาสารคาม,2230,17478,2230,17471,8,38,2023-06-19 12:07:27
1157,2022,14,เชียงราย,231,3935,231,3900,8,60,2023-06-19 12:07:27
1158,2022,14,พิษณุโลก,1977,13699,1977,13699,9,46,2023-06-19 12:07:27
1159,2022,14,ศรีสะเกษ,2841,17863,2841,17853,15,77,2023-06-19 12:07:27
1160,2022,14,ระยอง,3967,33398,3967,33371,17,67,2023-06-19 12:07:27
1161,2022,14,เชียงใหม่,2855,26937,2855,26869,18,95,2023-06-19 12:07:27
1162,2022,14,พะเยา,420,4528,420,4528,4,19,2023-06-19 12:07:27
1163,2022,14,นครนายก,1217,8811,1217,8811,3,25,2023-06-19 12:07:27
1164,2022,14,นครปฐม,4228,34450,4228,34450,11,84,2023-06-19 12:07:27
1165,2022,14,ทั้งประเทศ,173591,1634911,173066,1619973,657,4277,2023-06-19 12:07:27
1166,2022,14,สงขลา,3985,27764,3969,27645,12,72,2023-06-19 12:07:27
1167,2022,14,กาฬสินธุ์,1889,15875,1889,15873,7,53,2023-06-19 12:07:27
1168,2022,14,จันทบุรี,1740,14198,1740,14184,2,28,2023-06-19 12:07:27
1169,2022,14,อ่างทอง,1335,10228,1335,10228,3,19,2023-06-19 12:07:27
1170,2022,14,หนองบัวลำภู,707,7172,707,7172,5,13,2023-06-19 12:07:27
1171,2022,14,ตรัง,547,8870,547,8863,6,51,2023-06-19 12:07:27
1172,2022,14,ลำปาง,1260,6760,1260,6758,1,22,2023-06-19 12:07:27
1173,2022,14,แพร่,786,5863,786,5859,1,26,2023-06-19 12:07:27
1174,2022,14,พระนครศรีอยุธยา,2508,28535,2508,28535,6,52,2023-06-19 12:07:27
1175,2022,14,มุกดาหาร,528,4785,528,4783,3,14,2023-06-19 12:07:27
1176,2022,14,ขอนแก่น,5200,34567,5200,34545,0,41,2023-06-19 12:07:27
1177,2022,14,ภูเก็ต,1696,48561,1455,39869,4,96,2023-06-19 12:07:27
1178,2022,14,ชัยภูมิ,1217,13393,1217,13392,7,34,2023-06-19 12:07:27
1179,2022,14,สระแก้ว,1732,13584,1679,13134,8,47,2023-06-19 12:07:27
1180,2022,14,อุดรธานี,3393,20482,3393,20459,3,37,2023-06-19 12:07:27
1181,2022,14,กรุงเทพมหานคร,22222,226671,22161,225152,89,608,2023-06-19 12:07:27
1182,2022,14,เลย,1742,10547,1742,10546,8,31,2023-06-19 12:07:27
1183,2022,14,ลำพูน,6,936,6,935,0,1,2023-06-19 12:07:27
1184,2022,14,กระบี่,930,10962,930,10714,5,73,2023-06-19 12:07:27
1185,2022,15,ตาก,565,10188,556,10071,2,54,2023-06-19 12:07:27
1186,2022,15,อ่างทอง,1357,11585,1357,11585,0,19,2023-06-19 12:07:27
1187,2022,15,สกลนคร,1945,13709,1945,13707,11,43,2023-06-19 12:07:27
1188,2022,15,สมุทรสาคร,3743,49300,3743,49299,15,104,2023-06-19 12:07:27
1189,2022,15,ชัยภูมิ,1366,14759,1366,14758,0,34,2023-06-19 12:07:27
1190,2022,15,อุบลราชธานี,2598,28614,2598,28596,32,140,2023-06-19 12:07:27
1191,2022,15,พัทลุง,1711,20964,1711,20964,2,93,2023-06-19 12:07:27
1192,2022,15,ราชบุรี,2954,35520,2954,35519,12,95,2023-06-19 12:07:27
1193,2022,15,ระนอง,600,9497,600,9443,0,18,2023-06-19 12:07:27
1194,2022,15,เลย,2433,12980,2433,12979,8,39,2023-06-19 12:07:27
1195,2022,15,ภูเก็ต,1446,50007,1188,41057,9,105,2023-06-19 12:07:27
1196,2022,15,ทั้งประเทศ,153838,1788749,153262,1773235,779,5056,2023-06-19 12:07:27
1197,2022,15,เพชรบุรี,1107,16674,1106,16652,12,42,2023-06-19 12:07:27
1198,2022,15,เชียงใหม่,2560,29497,2560,29429,19,114,2023-06-19 12:07:27
1199,2022,15,สิงห์บุรี,754,5659,754,5658,1,18,2023-06-19 12:07:27
1200,2022,15,ลำปาง,1710,8470,1710,8468,15,37,2023-06-19 12:07:27
1201,2022,15,น่าน,1390,9414,1390,9411,4,12,2023-06-19 12:07:27
1202,2022,15,ปราจีนบุรี,2119,19983,2119,19980,6,42,2023-06-19 12:07:27
1203,2022,15,สระแก้ว,1240,14824,1203,14337,5,52,2023-06-19 12:07:27
1204,2022,15,ปัตตานี,270,10392,268,10370,4,67,2023-06-19 12:07:27
1205,2022,15,สระบุรี,849,17420,849,17417,13,65,2023-06-19 12:07:27
1206,2022,15,ตรัง,401,9271,401,9264,6,57,2023-06-19 12:07:27
1207,2022,15,เชียงราย,249,4184,249,4149,13,73,2023-06-19 12:07:27
1208,2022,15,นราธิวาส,196,7208,196,7199,0,19,2023-06-19 12:07:27
1209,2022,15,กรุงเทพมหานคร,22089,248760,21967,247119,77,685,2023-06-19 12:07:27
1210,2022,15,สุรินทร์,2291,22661,2291,22643,5,47,2023-06-19 12:07:27
1211,2022,15,อำนาจเจริญ,631,4923,631,4919,0,17,2023-06-19 12:07:27
1212,2022,15,ฉะเชิงเทรา,2856,33018,2856,33013,9,48,2023-06-19 12:07:27
1213,2022,15,หนองบัวลำภู,884,8056,884,8056,6,19,2023-06-19 12:07:27
1214,2022,15,ชัยนาท,214,3471,214,3471,0,4,2023-06-19 12:07:27
1215,2022,15,พะเยา,329,4857,329,4857,7,26,2023-06-19 12:07:27
1216,2022,15,สุพรรณบุรี,2531,27351,2531,27346,13,82,2023-06-19 12:07:27
1217,2022,15,แม่ฮ่องสอน,206,2175,206,2175,5,24,2023-06-19 12:07:27
1218,2022,15,ไม่ระบุ,0,0,0,0,0,0,2023-06-19 12:07:27
1219,2022,15,นครศรีธรรมราช,4593,70425,4593,70424,18,112,2023-06-19 12:07:27
1220,2022,15,ลพบุรี,686,12819,686,12815,15,111,2023-06-19 12:07:27
1221,2022,15,นครนายก,1030,9841,1030,9841,5,30,2023-06-19 12:07:27
1222,2022,15,มหาสารคาม,2318,19796,2318,19789,0,38,2023-06-19 12:07:27
1223,2022,15,กระบี่,557,11519,556,11270,2,75,2023-06-19 12:07:27
1224,2022,15,อุทัยธานี,853,6231,853,6231,4,18,2023-06-19 12:07:27
1225,2022,15,พระนครศรีอยุธยา,2002,30537,2002,30537,7,59,2023-06-19 12:07:27
1226,2022,15,ชุมพร,487,11866,487,11866,5,53,2023-06-19 12:07:27
1227,2022,15,ชลบุรี,6723,97262,6633,95699,35,208,2023-06-19 12:07:27
1228,2022,15,สตูล,493,9948,491,9930,8,61,2023-06-19 12:07:27
1229,2022,15,พิจิตร,386,4495,386,4495,5,32,2023-06-19 12:07:27
1230,2022,15,หนองคาย,2340,17585,2340,17574,8,29,2023-06-19 12:07:27
1231,2022,15,พิษณุโลก,1972,15671,1972,15671,5,51,2023-06-19 12:07:27
1232,2022,15,ลำพูน,6,942,6,941,2,3,2023-06-19 12:07:27
1233,2022,15,สมุทรสงคราม,593,12544,593,12544,3,29,2023-06-19 12:07:27
1234,2022,15,นครราชสีมา,3244,39109,3244,39105,27,114,2023-06-19 12:07:27
1235,2022,15,บุรีรัมย์,3500,35162,3500,35156,5,58,2023-06-19 12:07:27
1236,2022,15,อุตรดิตถ์,448,6761,448,6760,6,35,2023-06-19 12:07:27
1237,2022,15,ขอนแก่น,4840,39407,4840,39385,8,49,2023-06-19 12:07:27
1238,2022,15,กาฬสินธุ์,1613,17488,1613,17486,28,81,2023-06-19 12:07:27
1239,2022,15,ยโสธร,993,9048,993,9045,3,18,2023-06-19 12:07:27
1240,2022,15,มุกดาหาร,427,5212,427,5210,5,19,2023-06-19 12:07:27
1241,2022,15,สมุทรปราการ,4983,86448,4976,86079,23,159,2023-06-19 12:07:27
1242,2022,15,อุดรธานี,2468,22950,2468,22927,23,60,2023-06-19 12:07:27
1243,2022,15,นนทบุรี,5131,61109,5131,61088,5,21,2023-06-19 12:07:27
1244,2022,15,สุราษฎร์ธานี,771,17820,770,17205,5,97,2023-06-19 12:07:27
1245,2022,15,นครพนม,1208,8406,1208,8405,6,18,2023-06-19 12:07:27
1246,2022,15,ร้อยเอ็ด,3484,30192,3484,30188,28,91,2023-06-19 12:07:27
1247,2022,15,ปทุมธานี,2344,35640,2344,35629,21,110,2023-06-19 12:07:27
1248,2022,15,ศรีสะเกษ,2721,20584,2721,20574,16,93,2023-06-19 12:07:27
1249,2022,15,แพร่,1144,7007,1144,7003,5,31,2023-06-19 12:07:27
1250,2022,15,กำแพงเพชร,1745,13835,1743,13830,11,53,2023-06-19 12:07:27
1251,2022,15,ประจวบคีรีขันธ์,1743,20402,1740,20053,10,48,2023-06-19 12:07:27
1252,2022,15,สุโขทัย,1483,11842,1483,11840,21,66,2023-06-19 12:07:27
1253,2022,15,กาญจนบุรี,2605,22083,2605,22033,19,90,2023-06-19 12:07:27
1254,2022,15,บึงกาฬ,910,7425,910,7421,3,10,2023-06-19 12:07:27
1255,2022,15,จันทบุรี,1374,15572,1374,15558,4,32,2023-06-19 12:07:27
1256,2022,15,ระยอง,2749,36147,2749,36120,14,81,2023-06-19 12:07:27
1257,2022,15,สงขลา,2952,30716,2944,30589,7,79,2023-06-19 12:07:27
1258,2022,15,ตราด,635,6924,635,6804,5,63,2023-06-19 12:07:27
1259,2022,15,เพชรบูรณ์,662,9411,662,9408,2,34,2023-06-19 12:07:27
1260,2022,15,พังงา,583,8698,554,8331,2,31,2023-06-19 12:07:27
1261,2022,15,นครปฐม,3993,38443,3993,38443,10,94,2023-06-19 12:07:27
1262,2022,15,นครสวรรค์,2203,18877,2203,18870,18,59,2023-06-19 12:07:27
1263,2022,15,ยะลา,249,9159,245,9152,6,59,2023-06-19 12:07:27
1264,2022,16,สมุทรสาคร,3275,52575,3275,52574,9,113,2023-06-19 12:07:27
1265,2022,16,พระนครศรีอยุธยา,1725,32262,1725,32262,6,65,2023-06-19 12:07:27
1266,2022,16,พิษณุโลก,1747,17418,1747,17418,9,60,2023-06-19 12:07:27
1267,2022,16,อำนาจเจริญ,669,5592,669,5588,1,18,2023-06-19 12:07:27
1268,2022,16,ราชบุรี,2183,37703,2183,37702,5,100,2023-06-19 12:07:27
1269,2022,16,นครศรีธรรมราช,3553,73978,3553,73977,15,127,2023-06-19 12:07:27
1270,2022,16,ตรัง,275,9546,275,9539,3,60,2023-06-19 12:07:27
1271,2022,16,เพชรบูรณ์,704,10115,704,10112,3,37,2023-06-19 12:07:27
1272,2022,16,ชัยนาท,279,3750,279,3750,0,4,2023-06-19 12:07:27
1273,2022,16,ตาก,563,10751,557,10628,10,64,2023-06-19 12:07:27
1274,2022,16,กรุงเทพมหานคร,22819,271579,22627,269746,116,801,2023-06-19 12:07:27
1275,2022,16,ลำปาง,1133,9603,1133,9601,6,43,2023-06-19 12:07:27
1276,2022,16,ชุมพร,344,12210,344,12210,6,59,2023-06-19 12:07:27
1277,2022,16,สุราษฎร์ธานี,610,18430,610,17815,2,99,2023-06-19 12:07:27
1278,2022,16,สมุทรสงคราม,406,12950,406,12950,8,37,2023-06-19 12:07:27
1279,2022,16,พะเยา,393,5250,393,5250,0,26,2023-06-19 12:07:27
1280,2022,16,ระยอง,2023,38170,2023,38143,13,94,2023-06-19 12:07:27
1281,2022,16,จันทบุรี,1210,16782,1210,16768,5,37,2023-06-19 12:07:27
1282,2022,16,ชัยภูมิ,1428,16187,1428,16186,3,37,2023-06-19 12:07:27
1283,2022,16,น่าน,1333,10747,1333,10744,0,12,2023-06-19 12:07:27
1284,2022,16,บุรีรัมย์,3330,38492,3330,38486,9,67,2023-06-19 12:07:27
1285,2022,16,ระนอง,345,9842,345,9788,2,20,2023-06-19 12:07:27
1286,2022,16,นครปฐม,2503,40946,2503,40946,13,107,2023-06-19 12:07:27
1287,2022,16,สุโขทัย,1508,13350,1508,13348,17,83,2023-06-19 12:07:27
1288,2022,16,นครนายก,851,10692,851,10692,8,38,2023-06-19 12:07:27
1289,2022,16,อ่างทอง,1172,12757,1172,12757,8,27,2023-06-19 12:07:27
1290,2022,16,ชลบุรี,5342,102604,5273,100972,36,244,2023-06-19 12:07:27
1291,2022,16,กาฬสินธุ์,1843,19331,1843,19329,21,102,2023-06-19 12:07:27
1292,2022,16,ลพบุรี,763,13582,763,13578,20,131,2023-06-19 12:07:27
1293,2022,16,ตราด,515,7439,515,7319,8,71,2023-06-19 12:07:27
1294,2022,16,สิงห์บุรี,690,6349,690,6348,7,25,2023-06-19 12:07:27
1295,2022,16,ขอนแก่น,5347,44754,5347,44732,12,61,2023-06-19 12:07:27
1296,2022,16,สงขลา,2206,32922,2200,32789,11,90,2023-06-19 12:07:27
1297,2022,16,ยโสธร,833,9881,833,9878,2,20,2023-06-19 12:07:27
1298,2022,16,ประจวบคีรีขันธ์,997,21399,996,21049,14,62,2023-06-19 12:07:27
1299,2022,16,นครพนม,1307,9713,1307,9712,4,22,2023-06-19 12:07:27
1300,2022,16,หนองบัวลำภู,813,8869,813,8869,9,28,2023-06-19 12:07:27
1301,2022,16,ร้อยเอ็ด,3116,33308,3116,33304,33,124,2023-06-19 12:07:27
1302,2022,16,พัทลุง,1333,22297,1333,22297,1,94,2023-06-19 12:07:27
1303,2022,16,หนองคาย,2305,19890,2305,19879,7,36,2023-06-19 12:07:27
1304,2022,16,เพชรบุรี,846,17520,846,17498,8,50,2023-06-19 12:07:27
1305,2022,16,สมุทรปราการ,4550,90998,4483,90562,26,185,2023-06-19 12:07:27
1306,2022,16,กาญจนบุรี,1793,23876,1793,23826,23,113,2023-06-19 12:07:27
1307,2022,16,สตูล,298,10246,298,10228,5,66,2023-06-19 12:07:27
1308,2022,16,ปัตตานี,194,10586,181,10551,3,70,2023-06-19 12:07:27
1309,2022,16,นครสวรรค์,1475,20352,1475,20345,19,78,2023-06-19 12:07:27
1310,2022,16,สุพรรณบุรี,2096,29447,2096,29442,9,91,2023-06-19 12:07:27
1311,2022,16,นนทบุรี,3583,64692,3583,64671,7,28,2023-06-19 12:07:27
1312,2022,16,ทั้งประเทศ,135906,1924655,135315,1908550,895,5951,2023-06-19 12:07:27
1313,2022,16,เลย,1318,14298,1318,14297,21,60,2023-06-19 12:07:27
1314,2022,16,บึงกาฬ,1038,8463,1038,8459,1,11,2023-06-19 12:07:27
1315,2022,16,นราธิวาส,145,7353,145,7344,2,21,2023-06-19 12:07:27
1316,2022,16,อุบลราชธานี,2683,31297,2683,31279,30,170,2023-06-19 12:07:27
1317,2022,16,เชียงราย,250,4434,250,4399,8,81,2023-06-19 12:07:27
1318,2022,16,พังงา,624,9322,604,8935,0,31,2023-06-19 12:07:27
1319,2022,16,สกลนคร,2313,16022,2313,16020,9,52,2023-06-19 12:07:27
1320,2022,16,มหาสารคาม,2282,22078,2282,22071,11,49,2023-06-19 12:07:27
1321,2022,16,นครราชสีมา,2236,41345,2236,41341,32,146,2023-06-19 12:07:27
1322,2022,16,ลำพูน,7,949,7,948,0,3,2023-06-19 12:07:27
1323,2022,16,ยะลา,176,9335,170,9322,2,61,2023-06-19 12:07:27
1324,2022,16,เชียงใหม่,1875,31372,1875,31304,17,131,2023-06-19 12:07:27
1325,2022,16,สระแก้ว,1177,16001,1151,15488,7,59,2023-06-19 12:07:27
1326,2022,16,สุรินทร์,2160,24821,2160,24803,12,59,2023-06-19 12:07:27
1327,2022,16,ฉะเชิงเทรา,2843,35861,2843,35856,10,58,2023-06-19 12:07:27
1328,2022,16,พิจิตร,389,4884,389,4884,13,45,2023-06-19 12:07:27
1329,2022,16,กำแพงเพชร,1431,15266,1431,15261,17,70,2023-06-19 12:07:27
1330,2022,16,ศรีสะเกษ,3401,23985,3401,23975,18,111,2023-06-19 12:07:27
1331,2022,16,สระบุรี,629,18049,629,18046,18,83,2023-06-19 12:07:27
1332,2022,16,อุตรดิตถ์,363,7124,363,7123,5,40,2023-06-19 12:07:27
1333,2022,16,อุดรธานี,2230,25180,2230,25157,25,85,2023-06-19 12:07:27
1334,2022,16,ปทุมธานี,1680,37320,1680,37309,25,135,2023-06-19 12:07:27
1335,2022,16,แพร่,971,7978,971,7974,6,37,2023-06-19 12:07:27
1336,2022,16,กระบี่,468,11987,459,11729,4,79,2023-06-19 12:07:27
1337,2022,16,แม่ฮ่องสอน,160,2335,160,2335,8,32,2023-06-19 12:07:27
1338,2022,16,ไม่ระบุ,0,0,0,0,0,0,2023-06-19 12:07:27
1339,2022,16,มุกดาหาร,488,5700,488,5698,11,30,2023-06-19 12:07:27
1340,2022,16,อุทัยธานี,927,7158,927,7158,9,27,2023-06-19 12:07:27
1341,2022,16,ปราจีนบุรี,1819,21802,1819,21799,10,52,2023-06-19 12:07:27
1342,2022,16,ภูเก็ต,1197,51204,1021,42078,2,107,2023-06-19 12:07:27
1343,2022,17,กาญจนบุรี,1332,25208,1332,25158,21,134,2023-06-19 12:07:27
1344,2022,17,จันทบุรี,935,17717,935,17703,2,39,2023-06-19 12:07:27
