,year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,update_date
2331,2022,30,เลย,13,17278,13,17277,0,121,2023-06-19 12:07:27
2332,2022,30,ชลบุรี,606,115644,604,113812,11,388,2023-06-19 12:07:27
2333,2022,30,เพชรบูรณ์,40,12433,40,12430,0,52,2023-06-19 12:07:27
2334,2022,30,ชุมพร,130,13551,130,13551,1,72,2023-06-19 12:07:27
2335,2022,30,พะเยา,2,6158,2,6158,0,57,2023-06-19 12:07:27
2336,2022,30,ชัยนาท,0,4254,0,4254,0,8,2023-06-19 12:07:27
2337,2022,30,ระยอง,101,42665,101,42632,3,162,2023-06-19 12:07:27
2338,2022,30,พิษณุโลก,85,20718,85,20718,1,89,2023-06-19 12:07:27
2339,2022,30,สงขลา,131,36016,131,35879,4,131,2023-06-19 12:07:27
2340,2022,30,นครราชสีมา,204,47285,204,47281,2,319,2023-06-19 12:07:27
2341,2022,30,กำแพงเพชร,0,17544,0,17539,1,129,2023-06-19 12:07:27
2342,2022,30,ปทุมธานี,179,42629,179,42618,3,188,2023-06-19 12:07:27
2343,2022,30,ราชบุรี,57,41090,57,41089,1,181,2023-06-19 12:07:27
2344,2022,30,ฉะเชิงเทรา,61,41520,61,41515,2,95,2023-06-19 12:07:27
2345,2022,30,นครนายก,53,12563,53,12563,5,76,2023-06-19 12:07:27
2346,2022,30,มุกดาหาร,6,6836,6,6834,0,42,2023-06-19 12:07:27
2347,2022,30,บุรีรัมย์,81,49329,81,49323,0,91,2023-06-19 12:07:27
2348,2022,30,ปราจีนบุรี,22,25255,22,25251,1,95,2023-06-19 12:07:27
2349,2022,30,ลพบุรี,15,15780,15,15776,5,188,2023-06-19 12:07:27
2350,2022,30,นราธิวาส,2,7856,2,7847,0,24,2023-06-19 12:07:27
2351,2022,30,อุดรธานี,16,29127,16,29104,2,172,2023-06-19 12:07:27
2352,2022,30,อำนาจเจริญ,3,7696,3,7692,0,35,2023-06-19 12:07:27
2353,2022,30,สมุทรสาคร,105,57907,105,57906,1,132,2023-06-19 12:07:27
2354,2022,30,กาญจนบุรี,11,27255,11,27205,0,158,2023-06-19 12:07:27
2355,2022,30,แม่ฮ่องสอน,13,2612,13,2612,0,38,2023-06-19 12:07:27
2356,2022,30,สมุทรปราการ,1122,105837,1122,105347,13,298,2023-06-19 12:07:27
2357,2022,30,ศรีสะเกษ,6,30774,6,30764,3,210,2023-06-19 12:07:27
2358,2022,30,ลำปาง,8,10003,8,10001,2,101,2023-06-19 12:07:27
2359,2022,30,พังงา,0,10333,0,9935,0,31,2023-06-19 12:07:27
2360,2022,30,ทั้งประเทศ,15049,2365077,15047,2348120,232,9661,2023-06-19 12:07:27
2361,2022,30,อุทัยธานี,90,10455,90,10455,5,88,2023-06-19 12:07:27
2362,2022,30,จันทบุรี,41,20174,41,20160,1,53,2023-06-19 12:07:27
2363,2022,30,มหาสารคาม,48,28086,48,28079,2,101,2023-06-19 12:07:27
2364,2022,30,นนทบุรี,137,72164,137,72142,8,79,2023-06-19 12:07:27
2365,2022,30,สระแก้ว,57,19502,57,18937,0,79,2023-06-19 12:07:27
2366,2022,30,พระนครศรีอยุธยา,17,36016,17,36016,5,101,2023-06-19 12:07:27
2367,2022,30,แพร่,20,9341,20,9337,2,62,2023-06-19 12:07:27
2368,2022,30,ระนอง,22,10633,22,10576,0,24,2023-06-19 12:07:27
2369,2022,30,ประจวบคีรีขันธ์,85,23854,85,23503,4,106,2023-06-19 12:07:27
2370,2022,31,นครนายก,13,12576,13,12576,5,81,2023-06-19 12:07:27
2371,2022,31,กรุงเทพมหานคร,9119,459546,9119,457566,35,1217,2023-06-19 12:07:27
2372,2022,31,ชัยภูมิ,49,20407,49,20406,2,62,2023-06-19 12:07:27
2373,2022,31,ลำพูน,19,1109,19,1108,1,28,2023-06-19 12:07:27
2374,2022,31,อ่างทอง,49,15980,49,15980,2,59,2023-06-19 12:07:27
2375,2022,31,สงขลา,101,36117,101,35980,4,135,2023-06-19 12:07:27
2376,2022,31,พะเยา,16,6174,16,6174,0,57,2023-06-19 12:07:27
2377,2022,31,ลำปาง,6,10009,6,10007,3,104,2023-06-19 12:07:27
2378,2022,31,พังงา,6,10339,6,9941,0,31,2023-06-19 12:07:27
2379,2022,31,ประจวบคีรีขันธ์,70,23924,70,23573,2,108,2023-06-19 12:07:27
2380,2022,31,ปราจีนบุรี,43,25298,43,25294,2,97,2023-06-19 12:07:27
2381,2022,31,บุรีรัมย์,137,49466,137,49460,0,91,2023-06-19 12:07:27
2382,2022,31,ตรัง,25,10166,25,10159,0,65,2023-06-19 12:07:27
2383,2022,31,พิษณุโลก,131,20849,131,20849,3,92,2023-06-19 12:07:27
2384,2022,31,ตาก,31,11875,31,11739,0,70,2023-06-19 12:07:27
2385,2022,31,ฉะเชิงเทรา,81,41601,81,41596,5,100,2023-06-19 12:07:27
2386,2022,31,ยะลา,10,9743,10,9729,0,72,2023-06-19 12:07:27
2387,2022,31,ชลบุรี,627,116271,625,114437,16,404,2023-06-19 12:07:27
2388,2022,31,ร้อยเอ็ด,37,41034,37,41030,5,229,2023-06-19 12:07:27
2389,2022,31,หนองบัวลำภู,17,11292,17,11292,1,70,2023-06-19 12:07:27
2390,2022,31,นครศรีธรรมราช,125,79353,125,79352,5,210,2023-06-19 12:07:27
2391,2022,31,ไม่ระบุ,0,0,0,0,0,0,2023-06-19 12:07:27
2392,2022,31,พระนครศรีอยุธยา,41,36057,41,36057,2,103,2023-06-19 12:07:27
2393,2022,31,ลพบุรี,58,15838,58,15834,3,191,2023-06-19 12:07:27
2394,2022,31,กาญจนบุรี,23,27278,23,27228,0,158,2023-06-19 12:07:27
2395,2022,31,ชัยนาท,1,4255,1,4255,0,8,2023-06-19 12:07:27
2396,2022,31,สระบุรี,57,19401,57,19398,4,139,2023-06-19 12:07:27
2397,2022,31,พิจิตร,14,5969,14,5969,1,73,2023-06-19 12:07:27
2398,2022,31,กระบี่,12,12703,12,12410,1,93,2023-06-19 12:07:27
2399,2022,31,นนทบุรี,251,72415,251,72393,5,84,2023-06-19 12:07:27
2400,2022,31,แพร่,10,9351,10,9347,2,64,2023-06-19 12:07:27
2401,2022,31,ระนอง,24,10657,24,10600,0,24,2023-06-19 12:07:27
2402,2022,31,สิงห์บุรี,24,8305,24,8304,3,66,2023-06-19 12:07:27
2403,2022,31,ทั้งประเทศ,14847,2379924,14844,2362964,202,9863,2023-06-19 12:07:27
2404,2022,31,สุพรรณบุรี,17,33639,17,33634,0,158,2023-06-19 12:07:27
2405,2022,31,บึงกาฬ,25,10530,25,10526,0,20,2023-06-19 12:07:27
2406,2022,31,นครพนม,32,13884,32,13883,2,60,2023-06-19 12:07:27
2407,2022,31,เชียงใหม่,107,36136,107,36067,4,253,2023-06-19 12:07:27
2408,2022,31,ระยอง,99,42764,99,42731,7,169,2023-06-19 12:07:27
2409,2022,31,สตูล,14,10689,14,10671,0,71,2023-06-19 12:07:27
2410,2022,31,สระแก้ว,77,19579,77,19014,0,79,2023-06-19 12:07:27
2411,2022,31,สมุทรสาคร,177,58084,177,58083,2,134,2023-06-19 12:07:27
2412,2022,31,ศรีสะเกษ,8,30782,8,30772,3,213,2023-06-19 12:07:27
2413,2022,31,ปัตตานี,3,11095,3,11049,0,78,2023-06-19 12:07:27
2414,2022,31,เชียงราย,24,5443,24,5408,0,120,2023-06-19 12:07:27
2415,2022,31,อุดรธานี,13,29140,13,29117,3,175,2023-06-19 12:07:27
2416,2022,31,นราธิวาส,11,7867,11,7858,0,24,2023-06-19 12:07:27
2417,2022,31,สุรินทร์,62,32390,62,32372,0,96,2023-06-19 12:07:27
2418,2022,31,สุราษฎร์ธานี,38,20279,38,19664,4,138,2023-06-19 12:07:27
2419,2022,31,เลย,23,17301,23,17300,0,121,2023-06-19 12:07:27
2420,2022,31,พัทลุง,0,24322,0,24322,0,95,2023-06-19 12:07:27
2421,2022,31,เพชรบุรี,32,20013,32,19991,5,92,2023-06-19 12:07:27
2422,2022,31,สมุทรสงคราม,13,13660,13,13660,2,66,2023-06-19 12:07:27
2423,2022,31,เพชรบูรณ์,78,12511,78,12508,0,52,2023-06-19 12:07:27
2424,2022,31,ตราด,97,9399,97,9278,1,112,2023-06-19 12:07:27
2425,2022,31,อำนาจเจริญ,0,7696,0,7692,0,35,2023-06-19 12:07:27
2426,2022,31,กำแพงเพชร,0,17544,0,17539,0,129,2023-06-19 12:07:27
2427,2022,31,สมุทรปราการ,1027,106864,1027,106374,13,311,2023-06-19 12:07:27
2428,2022,31,สุโขทัย,24,15903,24,15901,3,139,2023-06-19 12:07:27
2429,2022,31,ชุมพร,192,13743,192,13743,1,73,2023-06-19 12:07:27
2430,2022,31,หนองคาย,32,23371,32,23250,2,68,2023-06-19 12:07:27
2431,2022,31,อุตรดิตถ์,37,8427,37,8426,0,62,2023-06-19 12:07:27
2432,2022,31,แม่ฮ่องสอน,5,2617,5,2617,0,38,2023-06-19 12:07:27
2433,2022,31,ภูเก็ต,83,53553,83,44227,1,141,2023-06-19 12:07:27
2434,2022,31,ราชบุรี,60,41150,60,41149,3,184,2023-06-19 12:07:27
2435,2022,31,น่าน,2,12365,2,12362,0,28,2023-06-19 12:07:27
2436,2022,31,นครปฐม,75,45861,75,45861,2,164,2023-06-19 12:07:27
2437,2022,31,สกลนคร,72,21087,72,21085,2,142,2023-06-19 12:07:27
2438,2022,31,ปทุมธานี,191,42820,191,42809,6,194,2023-06-19 12:07:27
2439,2022,31,มุกดาหาร,11,6847,11,6845,0,42,2023-06-19 12:07:27
2440,2022,31,อุบลราชธานี,112,40170,112,40152,2,282,2023-06-19 12:07:27
2441,2022,31,อุทัยธานี,81,10536,81,10536,3,91,2023-06-19 12:07:27
2442,2022,31,มหาสารคาม,60,28146,60,28139,3,104,2023-06-19 12:07:27
2443,2022,31,จันทบุรี,82,20256,81,20241,0,53,2023-06-19 12:07:27
2444,2022,31,กาฬสินธุ์,71,24253,71,24251,1,156,2023-06-19 12:07:27
2445,2022,31,นครราชสีมา,77,47362,77,47358,10,329,2023-06-19 12:07:27
2446,2022,31,นครสวรรค์,52,24259,52,24252,2,143,2023-06-19 12:07:27
2447,2022,31,ยโสธร,31,13899,31,13896,1,97,2023-06-19 12:07:27
2448,2022,31,ขอนแก่น,293,56330,293,56308,2,147,2023-06-19 12:07:27
2449,2022,32,สุรินทร์,67,32457,67,32439,2,98,2023-06-19 12:07:27
2450,2022,32,มุกดาหาร,5,6852,5,6850,0,42,2023-06-19 12:07:27
2451,2022,32,นครศรีธรรมราช,122,79475,122,79474,7,217,2023-06-19 12:07:27
2452,2022,32,หนองคาย,18,23389,18,23268,1,69,2023-06-19 12:07:27
2453,2022,32,มหาสารคาม,50,28196,50,28189,2,106,2023-06-19 12:07:27
2454,2022,32,นครปฐม,112,45973,112,45973,1,165,2023-06-19 12:07:27
2455,2022,32,ปทุมธานี,250,43070,250,43059,10,204,2023-06-19 12:07:27
2456,2022,32,พิจิตร,8,5977,8,5977,1,74,2023-06-19 12:07:27
2457,2022,32,นครราชสีมา,169,47531,169,47527,10,339,2023-06-19 12:07:27
2458,2022,32,กาฬสินธุ์,58,24311,58,24309,0,156,2023-06-19 12:07:27
2459,2022,32,นครนายก,35,12611,35,12611,4,85,2023-06-19 12:07:27
2460,2022,32,จันทบุรี,82,20338,82,20323,0,53,2023-06-19 12:07:27
2461,2022,32,อุบลราชธานี,158,40328,158,40310,3,285,2023-06-19 12:07:27
2462,2022,32,ยโสธร,4,13903,4,13900,0,97,2023-06-19 12:07:27
2463,2022,32,สุราษฎร์ธานี,36,20315,36,19700,3,141,2023-06-19 12:07:27
2464,2022,32,ระนอง,16,10673,16,10616,0,24,2023-06-19 12:07:27
2465,2022,32,อำนาจเจริญ,5,7701,5,7697,0,35,2023-06-19 12:07:27
2466,2022,32,สุโขทัย,19,15922,19,15920,2,141,2023-06-19 12:07:27
2467,2022,32,อ่างทอง,37,16017,37,16017,1,60,2023-06-19 12:07:27
2468,2022,32,ศรีสะเกษ,20,30802,20,30792,1,214,2023-06-19 12:07:27
2469,2022,32,กระบี่,17,12720,17,12427,3,96,2023-06-19 12:07:27
2470,2022,32,ยะลา,29,9772,29,9758,0,72,2023-06-19 12:07:27
2471,2022,32,ราชบุรี,74,41224,74,41223,3,187,2023-06-19 12:07:27
2472,2022,32,พิษณุโลก,71,20920,71,20920,0,92,2023-06-19 12:07:27
2473,2022,32,สงขลา,127,36244,127,36107,3,138,2023-06-19 12:07:27
2474,2022,32,กรุงเทพมหานคร,9303,468849,9303,466869,38,1255,2023-06-19 12:07:27
2475,2022,32,ชลบุรี,545,116816,542,114979,15,419,2023-06-19 12:07:27
2476,2022,32,ตาก,5,11880,5,11744,2,72,2023-06-19 12:07:27
2477,2022,32,กำแพงเพชร,0,17544,0,17539,0,129,2023-06-19 12:07:27
2478,2022,32,พัทลุง,8,24330,8,24330,0,95,2023-06-19 12:07:27
2479,2022,32,นนทบุรี,458,72873,458,72851,3,87,2023-06-19 12:07:27
2480,2022,32,ชัยภูมิ,51,20458,51,20457,1,63,2023-06-19 12:07:27
2481,2022,32,ลำพูน,18,1127,18,1126,3,31,2023-06-19 12:07:27
2482,2022,32,แม่ฮ่องสอน,3,2620,3,2620,0,38,2023-06-19 12:07:27
2483,2022,32,กาญจนบุรี,17,27295,17,27245,1,159,2023-06-19 12:07:27
2484,2022,32,บึงกาฬ,1,10531,1,10527,0,20,2023-06-19 12:07:27
2485,2022,32,แพร่,21,9372,21,9368,2,66,2023-06-19 12:07:27
2486,2022,32,พะเยา,3,6177,3,6177,0,57,2023-06-19 12:07:27
2487,2022,32,อุทัยธานี,81,10617,81,10617,3,94,2023-06-19 12:07:27
2488,2022,32,เชียงใหม่,108,36244,108,36175,10,263,2023-06-19 12:07:27
2489,2022,32,ปราจีนบุรี,57,25355,57,25351,3,100,2023-06-19 12:07:27
2490,2022,32,ภูเก็ต,86,53639,86,44313,3,144,2023-06-19 12:07:27
2491,2022,32,บุรีรัมย์,188,49654,188,49648,0,91,2023-06-19 12:07:27
2492,2022,32,ตรัง,60,10226,60,10219,2,67,2023-06-19 12:07:27
2493,2022,32,สระแก้ว,67,19646,67,19081,1,80,2023-06-19 12:07:27
2494,2022,32,ไม่ระบุ,0,0,0,0,0,0,2023-06-19 12:07:27
2495,2022,32,สระบุรี,68,19469,68,19466,9,148,2023-06-19 12:07:27
2496,2022,32,เชียงราย,40,5483,40,5448,0,120,2023-06-19 12:07:27
2497,2022,32,ร้อยเอ็ด,47,41081,47,41077,0,229,2023-06-19 12:07:27
2498,2022,32,หนองบัวลำภู,21,11313,21,11313,1,71,2023-06-19 12:07:27
2499,2022,32,ลำปาง,16,10025,16,10023,7,111,2023-06-19 12:07:27
2500,2022,32,สมุทรสาคร,197,58281,197,58280,2,136,2023-06-19 12:07:27
2501,2022,32,สมุทรปราการ,850,107714,850,107224,16,327,2023-06-19 12:07:27
2502,2022,32,ประจวบคีรีขันธ์,72,23996,72,23645,0,108,2023-06-19 12:07:27
2503,2022,32,ระยอง,68,42832,68,42799,7,176,2023-06-19 12:07:27
2504,2022,32,สกลนคร,80,21167,80,21165,1,143,2023-06-19 12:07:27
2505,2022,32,ตราด,48,9447,48,9326,1,113,2023-06-19 12:07:27
2506,2022,32,นครสวรรค์,62,24321,62,24314,6,149,2023-06-19 12:07:27
2507,2022,32,ฉะเชิงเทรา,86,41687,86,41682,2,102,2023-06-19 12:07:27
2508,2022,32,อุตรดิตถ์,85,8512,85,8511,0,62,2023-06-19 12:07:27
2509,2022,32,นราธิวาส,5,7872,5,7863,0,24,2023-06-19 12:07:27
2510,2022,32,สมุทรสงคราม,13,13673,13,13673,2,68,2023-06-19 12:07:27
2511,2022,32,อุดรธานี,19,29159,19,29136,4,179,2023-06-19 12:07:27
2512,2022,32,พังงา,10,10349,10,9951,0,31,2023-06-19 12:07:27
2513,2022,32,ชุมพร,272,14015,272,14015,0,73,2023-06-19 12:07:27
2514,2022,32,สุพรรณบุรี,9,33648,9,33643,0,158,2023-06-19 12:07:27
2515,2022,32,สิงห์บุรี,33,8338,33,8337,4,70,2023-06-19 12:07:27
2516,2022,32,เพชรบุรี,39,20052,39,20030,4,96,2023-06-19 12:07:27
2517,2022,32,ชัยนาท,0,4255,0,4255,0,8,2023-06-19 12:07:27
2518,2022,32,เพชรบูรณ์,45,12556,45,12553,0,52,2023-06-19 12:07:27
2519,2022,32,ทั้งประเทศ,15293,2395217,15290,2378254,237,10100,2023-06-19 12:07:27
2520,2022,32,เลย,44,17345,44,17344,2,123,2023-06-19 12:07:27
2521,2022,32,ขอนแก่น,264,56594,264,56572,6,153,2023-06-19 12:07:27
2522,2022,32,นครพนม,18,13902,18,13901,3,63,2023-06-19 12:07:27
2523,2022,32,ปัตตานี,2,11097,2,11051,2,80,2023-06-19 12:07:27
2524,2022,32,สตูล,16,10705,16,10687,1,72,2023-06-19 12:07:27
2525,2022,32,พระนครศรีอยุธยา,31,36088,31,36088,10,113,2023-06-19 12:07:27
2526,2022,32,ลพบุรี,57,15895,57,15891,3,194,2023-06-19 12:07:27
2527,2022,32,น่าน,7,12372,7,12369,0,28,2023-06-19 12:07:27
2528,2022,33,นครศรีธรรมราช,116,79591,116,79590,11,228,2023-06-19 12:07:27
2529,2022,33,พิษณุโลก,52,20972,52,20972,2,94,2023-06-19 12:07:27
2530,2022,33,สมุทรปราการ,533,108247,533,107757,18,345,2023-06-19 12:07:27
2531,2022,33,ชัยภูมิ,73,20531,73,20530,1,64,2023-06-19 12:07:27
2532,2022,33,พิจิตร,4,5981,4,5981,3,77,2023-06-19 12:07:27
2533,2022,33,ฉะเชิงเทรา,61,41748,61,41743,5,107,2023-06-19 12:07:27
2534,2022,33,ชุมพร,160,14175,160,14175,0,73,2023-06-19 12:07:27
2535,2022,33,พระนครศรีอยุธยา,23,36111,23,36111,3,116,2023-06-19 12:07:27
2536,2022,33,มุกดาหาร,13,6865,13,6863,0,42,2023-06-19 12:07:27
2537,2022,33,ระยอง,74,42906,74,42873,3,179,2023-06-19 12:07:27
2538,2022,33,สงขลา,142,36386,142,36249,2,140,2023-06-19 12:07:27
2539,2022,33,อำนาจเจริญ,1,7702,1,7698,0,35,2023-06-19 12:07:27
2540,2022,33,พัทลุง,1,24331,1,24331,0,95,2023-06-19 12:07:27
2541,2022,33,ไม่ระบุ,0,0,0,0,0,0,2023-06-19 12:07:27
2542,2022,33,หนองคาย,15,23404,15,23283,1,70,2023-06-19 12:07:27
2543,2022,33,หนองบัวลำภู,9,11322,9,11322,0,71,2023-06-19 12:07:27
2544,2022,33,ตรัง,50,10276,50,10269,5,72,2023-06-19 12:07:27
2545,2022,33,นครราชสีมา,173,47704,173,47700,10,349,2023-06-19 12:07:27
2546,2022,33,จันทบุรี,70,20408,70,20393,1,54,2023-06-19 12:07:27
2547,2022,33,แม่ฮ่องสอน,10,2630,10,2630,0,38,2023-06-19 12:07:27
2548,2022,33,พังงา,1,10350,1,9952,0,31,2023-06-19 12:07:27
2549,2022,33,กำแพงเพชร,0,17544,0,17539,0,129,2023-06-19 12:07:27
2550,2022,33,ยะลา,16,9788,16,9774,1,73,2023-06-19 12:07:27
2551,2022,33,ระนอง,20,10693,20,10636,0,24,2023-06-19 12:07:27
2552,2022,33,บุรีรัมย์,155,49809,155,49803,0,91,2023-06-19 12:07:27
2553,2022,33,สมุทรสงคราม,24,13697,24,13697,2,70,2023-06-19 12:07:27
2554,2022,33,พะเยา,7,6184,7,6184,0,57,2023-06-19 12:07:27
2555,2022,33,กาญจนบุรี,26,27321,26,27271,0,159,2023-06-19 12:07:27
2556,2022,33,สิงห์บุรี,17,8355,17,8354,5,75,2023-06-19 12:07:27
2557,2022,33,ร้อยเอ็ด,70,41151,70,41147,2,231,2023-06-19 12:07:27
2558,2022,33,อุดรธานี,56,29215,56,29192,2,181,2023-06-19 12:07:27
2559,2022,33,ทั้งประเทศ,13560,2408777,13558,2391812,202,10302,2023-06-19 12:07:27
2560,2022,33,ชัยนาท,0,4255,0,4255,0,8,2023-06-19 12:07:27
2561,2022,33,นนทบุรี,323,73196,323,73174,7,94,2023-06-19 12:07:27
2562,2022,33,อุตรดิตถ์,47,8559,47,8558,0,62,2023-06-19 12:07:27
2563,2022,33,ขอนแก่น,234,56828,234,56806,5,158,2023-06-19 12:07:27
2564,2022,33,นครพนม,27,13929,27,13928,0,63,2023-06-19 12:07:27
2565,2022,33,นราธิวาส,5,7877,5,7868,0,24,2023-06-19 12:07:27
2566,2022,33,สุโขทัย,2,15924,2,15922,2,143,2023-06-19 12:07:27
2567,2022,33,นครสวรรค์,47,24368,47,24361,3,152,2023-06-19 12:07:27
2568,2022,33,แพร่,9,9381,9,9377,0,66,2023-06-19 12:07:27
2569,2022,33,ปราจีนบุรี,38,25393,38,25389,2,102,2023-06-19 12:07:27
2570,2022,33,ปทุมธานี,227,43297,227,43286,9,213,2023-06-19 12:07:27
2571,2022,33,ตาก,5,11885,5,11749,2,74,2023-06-19 12:07:27
2572,2022,33,ราชบุรี,53,41277,53,41276,3,190,2023-06-19 12:07:27
2573,2022,33,นครปฐม,104,46077,104,46077,0,165,2023-06-19 12:07:27
2574,2022,33,นครนายก,50,12661,50,12661,3,88,2023-06-19 12:07:27
2575,2022,33,สระบุรี,82,19551,82,19548,1,149,2023-06-19 12:07:27
2576,2022,33,กาฬสินธุ์,85,24396,85,24394,0,156,2023-06-19 12:07:27
2577,2022,33,ประจวบคีรีขันธ์,76,24072,76,23721,0,108,2023-06-19 12:07:27
2578,2022,33,ภูเก็ต,64,53703,64,44377,1,145,2023-06-19 12:07:27
2579,2022,33,เชียงใหม่,70,36314,70,36245,10,273,2023-06-19 12:07:27
2580,2022,33,เพชรบุรี,57,20109,57,20087,3,99,2023-06-19 12:07:27
2581,2022,33,อุบลราชธานี,166,40494,166,40476,0,285,2023-06-19 12:07:27
2582,2022,33,ลำปาง,33,10058,33,10056,1,112,2023-06-19 12:07:27
2583,2022,33,กรุงเทพมหานคร,8418,477267,8418,475287,36,1291,2023-06-19 12:07:27
2584,2022,33,เชียงราย,53,5536,53,5501,2,122,2023-06-19 12:07:27
2585,2022,33,เพชรบูรณ์,54,12610,54,12607,0,52,2023-06-19 12:07:27
2586,2022,33,สุรินทร์,83,32540,83,32522,3,101,2023-06-19 12:07:27
2587,2022,33,ศรีสะเกษ,5,30807,5,30797,0,214,2023-06-19 12:07:27
2588,2022,33,เลย,30,17375,30,17374,0,123,2023-06-19 12:07:27
2589,2022,33,บึงกาฬ,2,10533,2,10529,0,20,2023-06-19 12:07:27
2590,2022,33,สระแก้ว,47,19693,47,19128,0,80,2023-06-19 12:07:27
2591,2022,33,ลพบุรี,12,15907,12,15903,5,199,2023-06-19 12:07:27
2592,2022,33,ปัตตานี,7,11104,7,11058,0,80,2023-06-19 12:07:27
2593,2022,33,ลำพูน,11,1138,11,1137,2,33,2023-06-19 12:07:27
2594,2022,33,ชลบุรี,515,117331,513,115492,13,432,2023-06-19 12:07:27
2595,2022,33,สตูล,20,10725,20,10707,0,72,2023-06-19 12:07:27
2596,2022,33,สุพรรณบุรี,12,33660,12,33655,0,158,2023-06-19 12:07:27
2597,2022,33,อ่างทอง,44,16061,44,16061,3,63,2023-06-19 12:07:27
2598,2022,33,มหาสารคาม,60,28256,60,28249,0,106,2023-06-19 12:07:27
2599,2022,33,สมุทรสาคร,197,58478,197,58477,3,139,2023-06-19 12:07:27
2600,2022,33,ยโสธร,15,13918,15,13915,3,100,2023-06-19 12:07:27
2601,2022,33,ตราด,28,9475,28,9354,0,113,2023-06-19 12:07:27
2602,2022,33,สกลนคร,33,21200,33,21198,0,143,2023-06-19 12:07:27
2603,2022,33,กระบี่,50,12770,50,12477,2,98,2023-06-19 12:07:27
2604,2022,33,สุราษฎร์ธานี,39,20354,39,19739,1,142,2023-06-19 12:07:27
2605,2022,33,อุทัยธานี,44,10661,44,10661,0,94,2023-06-19 12:07:27
2606,2022,33,น่าน,5,12377,5,12374,0,28,2023-06-19 12:07:27
2607,2022,34,เพชรบุรี,34,20143,34,20121,2,101,2023-06-19 12:07:27
2608,2022,34,ตรัง,37,10313,37,10306,0,72,2023-06-19 12:07:27
2609,2022,34,บุรีรัมย์,130,49939,130,49933,0,91,2023-06-19 12:07:27
2610,2022,34,ชลบุรี,402,117733,400,115892,10,442,2023-06-19 12:07:27
2611,2022,34,ลำพูน,14,1152,14,1151,3,36,2023-06-19 12:07:27
2612,2022,34,สระบุรี,77,19628,77,19625,3,152,2023-06-19 12:07:27
2613,2022,34,กาฬสินธุ์,58,24454,58,24452,3,159,2023-06-19 12:07:27
2614,2022,34,กรุงเทพมหานคร,7959,485226,7959,483246,23,1314,2023-06-19 12:07:27
2615,2022,34,เพชรบูรณ์,61,12671,61,12668,0,52,2023-06-19 12:07:27
2616,2022,34,บึงกาฬ,1,10534,1,10530,0,20,2023-06-19 12:07:27
2617,2022,34,หนองบัวลำภู,13,11335,13,11335,1,72,2023-06-19 12:07:27
2618,2022,34,พิษณุโลก,58,21030,58,21030,2,96,2023-06-19 12:07:27
2619,2022,34,นครพนม,30,13959,30,13958,10,73,2023-06-19 12:07:27
2620,2022,34,เลย,28,17403,28,17402,2,125,2023-06-19 12:07:27
2621,2022,34,ไม่ระบุ,0,0,0,0,0,0,2023-06-19 12:07:27
2622,2022,34,สุพรรณบุรี,22,33682,22,33677,0,158,2023-06-19 12:07:27
2623,2022,34,ศรีสะเกษ,5,30812,5,30802,0,214,2023-06-19 12:07:27
2624,2022,34,ปทุมธานี,218,43515,218,43504,8,221,2023-06-19 12:07:27
2625,2022,34,ระยอง,82,42988,82,42955,1,180,2023-06-19 12:07:27
2626,2022,34,นครปฐม,83,46160,83,46160,1,166,2023-06-19 12:07:27
2627,2022,34,สระแก้ว,38,19731,38,19166,1,81,2023-06-19 12:07:27
2628,2022,34,เชียงราย,36,5572,36,5537,0,122,2023-06-19 12:07:27
2629,2022,34,ตราด,66,9541,66,9420,3,116,2023-06-19 12:07:27
2630,2022,34,สมุทรปราการ,476,108723,476,108233,19,364,2023-06-19 12:07:27
2631,2022,34,ประจวบคีรีขันธ์,76,24148,76,23797,0,108,2023-06-19 12:07:27
2632,2022,34,พิจิตร,7,5988,7,5988,2,79,2023-06-19 12:07:27
2633,2022,34,พระนครศรีอยุธยา,27,36138,27,36138,3,119,2023-06-19 12:07:27
2634,2022,34,ยโสธร,7,13925,7,13922,2,102,2023-06-19 12:07:27
2635,2022,34,ฉะเชิงเทรา,52,41800,52,41795,2,109,2023-06-19 12:07:27
2636,2022,34,กาญจนบุรี,28,27349,28,27299,0,159,2023-06-19 12:07:27
2637,2022,34,สกลนคร,60,21260,60,21258,0,143,2023-06-19 12:07:27
2638,2022,34,ชัยนาท,0,4255,0,4255,1,9,2023-06-19 12:07:27
2639,2022,34,พัทลุง,1,24332,1,24332,1,96,2023-06-19 12:07:27
2640,2022,34,จันทบุรี,70,20478,70,20463,1,55,2023-06-19 12:07:27
2641,2022,34,น่าน,6,12383,6,12380,2,30,2023-06-19 12:07:27
2642,2022,34,นราธิวาส,4,7881,4,7872,0,24,2023-06-19 12:07:27
2643,2022,34,แม่ฮ่องสอน,12,2642,12,2642,0,38,2023-06-19 12:07:27
2644,2022,34,ลำปาง,25,10083,25,10081,0,112,2023-06-19 12:07:27
2645,2022,34,สุโขทัย,12,15936,12,15934,3,146,2023-06-19 12:07:27
2646,2022,34,อุตรดิตถ์,54,8613,54,8612,0,62,2023-06-19 12:07:27
2647,2022,34,กำแพงเพชร,0,17544,0,17539,0,129,2023-06-19 12:07:27
2648,2022,34,ราชบุรี,68,41345,68,41344,2,192,2023-06-19 12:07:27
